job_id,depth,repeat,order_index,method,workers,population_kernels,sample_kernels,sampling,presentations,chunksize,elapsed_s,candidate_digest,trace_digest,valid_kernels,candidates,semantic_requests,policy_invocations,expanded_nodes,cache_hits,cache_hit_rate,peak_cache_entries,group_elapsed_p50_ms,group_elapsed_p95_ms,group_elapsed_max_ms,completed_at
depth-6-repeat-5-kernel_memo_p8-w8,6,5,1,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,5.207620799992583,8db0c27d46d77c1fc3c70a6af164c487559a3447761ea0e0ba302f09593e8f18,a2d464f16d7606c807c21714296ba7d79c6e21a297910edb25d3c566c4a10457,223,4014,79085,79085,5220929,0,0.0,0,0.25924999499693513,270.01483500353055,705.1076000061585,2026-07-25T02:36:18.667318+08:00
depth-4-repeat-6-kernel_memo_p8-w8,4,6,0,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,2.506850299992948,de567e73a76fe924108d0ea01b5a6f915acb5f28fad5dd6c877682cfa1b379f3,04425edd96b5f3b256591bfe7be1e4c0a5ee2128e32a009a80f9a148edd75b92,223,4014,77502,77502,2166656,0,0.0,0,0.2314000012120232,111.18827999234779,246.6606999951182,2026-07-25T02:36:23.165813+08:00
depth-4-repeat-6-layerprobe_p8-w8,4,6,1,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,1.790038299994194,de567e73a76fe924108d0ea01b5a6f915acb5f28fad5dd6c877682cfa1b379f3,04425edd96b5f3b256591bfe7be1e4c0a5ee2128e32a009a80f9a148edd75b92,223,4014,77502,52794,1417442,24708,0.3188046760083611,184,0.23630000214325264,76.26338499248958,199.42170000285842,2026-07-25T02:36:23.165813+08:00
depth-0-repeat-6-kernel_memo_p8-w8,0,6,0,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,0.6557229999889387,3ba5752f040bcbb1750ce88b6cad9918935a3c12ce41e1742cedc78c95334f96,b2e6335eda7898352901c0d9afe84b8a857c91f49a33c84f5c3a32c5ae99cf12,223,4014,71285,71285,0,0,0.0,0,0.250299992330838,12.773089994152542,23.349499999312684,2026-07-25T02:36:24.667306+08:00
depth-0-repeat-6-layerprobe_p8-w8,0,6,1,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,0.6331336000002921,3ba5752f040bcbb1750ce88b6cad9918935a3c12ce41e1742cedc78c95334f96,b2e6335eda7898352901c0d9afe84b8a857c91f49a33c84f5c3a32c5ae99cf12,223,4014,71285,47674,0,23611,0.33121975170091883,190,0.23269999655894935,11.422240002139004,22.338599999784492,2026-07-25T02:36:24.667306+08:00
depth-6-repeat-6-kernel_memo_p8-w8,6,6,0,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,5.170899400007329,8db0c27d46d77c1fc3c70a6af164c487559a3447761ea0e0ba302f09593e8f18,a2d464f16d7606c807c21714296ba7d79c6e21a297910edb25d3c566c4a10457,223,4014,79085,79085,5220929,0,0.0,0,0.2689499960979447,265.2571349943173,713.3374999975786,2026-07-25T02:36:33.543273+08:00
depth-6-repeat-6-layerprobe_p8-w8,6,6,1,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,3.5141482000035467,8db0c27d46d77c1fc3c70a6af164c487559a3447761ea0e0ba302f09593e8f18,a2d464f16d7606c807c21714296ba7d79c6e21a297910edb25d3c566c4a10457,223,4014,79085,54225,3349810,24860,0.3143453246506923,186,0.2317000034963712,178.3370800054399,598.9654000004521,2026-07-25T02:36:33.543273+08:00
depth-2-repeat-6-kernel_memo_p8-w8,2,6,0,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,1.2187904000020353,04daf7fc034416ded3f204c6587b980ed625474c89f385c0ecc9e1bcc877cbe8,cc862531c507fb83513934bb03f7ec39e3313cb2a20963b8229a7d99065ea9c1,223,4014,75354,75354,763801,0,0.0,0,0.24359999952139333,40.49328000255626,68.9834999939194,2026-07-25T02:36:35.885971+08:00
depth-2-repeat-6-layerprobe_p8-w8,2,6,1,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,0.9245124000008218,04daf7fc034416ded3f204c6587b980ed625474c89f385c0ecc9e1bcc877cbe8,cc862531c507fb83513934bb03f7ec39e3313cb2a20963b8229a7d99065ea9c1,223,4014,75354,50612,503141,24742,0.3283435517689837,183,0.2172499953303486,30.775765001453692,69.80889999249484,2026-07-25T02:36:35.885971+08:00
depth-4-repeat-7-layerprobe_p8-w8,4,7,0,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,1.7649969999911264,de567e73a76fe924108d0ea01b5a6f915acb5f28fad5dd6c877682cfa1b379f3,04425edd96b5f3b256591bfe7be1e4c0a5ee2128e32a009a80f9a148edd75b92,223,4014,77502,52794,1417442,24708,0.3188046760083611,184,0.222100003156811,74.1448249980749,188.53530001069885,2026-07-25T02:36:40.245346+08:00
depth-4-repeat-7-kernel_memo_p8-w8,4,7,1,kernel_memo_p8,8,24624,512,equidistant_grid_index,18,16,2.3907540000072913,de567e73a76fe924108d0ea01b5a6f915acb5f28fad5dd6c877682cfa1b379f3,04425edd96b5f3b256591bfe7be1e4c0a5ee2128e32a009a80f9a148edd75b92,223,4014,77502,77502,2166656,0,0.0,0,0.22379999427357689,106.72020999991217,211.05600000009872,2026-07-25T02:36:40.245346+08:00
depth-6-repeat-7-layerprobe_p8-w8,6,7,0,layerprobe_p8,8,24624,512,equidistant_grid_index,18,16,3.5144634999887785,8db0c27d46d77c1fc3c70a6af164c487559a3447761ea0e0ba302f09593e8f18,a2d464f16d7606c807c21714296ba7d79c6e21a297910edb25d3c566c4a10457,223,4014,79085,54225,3349810,24860,0.3143453246506923,186,0.2297000028192997,170.92735499900297,609.314400004223,2026-07-25T02:36:48.997267+08:00
